Progress,Duration (in seconds),Finished,S1_1_1,S1_2_1,S2-1_1,S2-2_1,S3-1_1,S3-2_1,S4-1_1,S4-2_1,S5-1_1,S5-2_1,S6-1_1,S6-2_1,S7-1_1,S7-2_1,S8-1_1,S8-2_1,S9-1_1,S9-2_1,S10-1_1,S10-2_1,S11-1_1,S11-2_1,S12-1_1,S12-2_1,S13-1_1,S13-2_1,S14-1_1,S14-2_1,S15-1_1,S15-2_1,S16-1_1,S16-2_1,S17-1_1,S17-2_1,S18-1_1,S18-2_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,784,TRUE,,,25,8,,,18,10,,,65,7,73,62,25,20,92,71,50,7,61,9,40,28,10,1,,,97,85,,,,,83,33,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,take a public bus,,borrow someone's phone,,huddle to conserve energy,teleport into the concert,ask the parents if they know him,tailgate the car,turn invisible,check that the doors are locked,store the knife in an airport locker,call the taxi company,,sell all the food to the highest bidder,,,finish the race
100,1041,TRUE,81,43,15,0,80,68,100,37,11,0,20,0,61,78,,,,,,,,,60,39,4,9,33,57,100,100,61,0,,,,,,44,Female,Hispanic / Latino,,Some College,Rung 5,go on strike for better wages,call a taxi,pay the money from his own wallet,pull the fire alarm,call her mom,collect wood to start a fire,give her ticket to Ted,,,,,store the knife in an airport locker,tell his sister as soon as possible,pitch his situation to a reality TV network,throw disobedient passengers off the boat,yell at Todd for getting stuck,,
100,1534,TRUE,50,0,,,,,25,50,,,100,0,50,10,25,50,75,0,50,75,,,50,50,50,50,0,0,50,75,,,,,0,50,,40,Male,White / Caucasian,,Some College,Rung 6,start a fundraiser,,,lie that she left her card inside,,boost morale with a three-legged race,try to buy a ticket off another person,wave to the parents,take a detour at the next exit,yell in gibberish until she leaves,,store the knife in an airport locker,borrow their mom’s wedding ring,check in on his father daily,organize a fishing crew,,,call for help
100,379,TRUE,,,96,81,,,,,36,100,70,65,27,0,,,93,42,86,1,,,74,1,84,100,34,7,,,92,83,71,91,72,100,,45,Female,White / Caucasian,,Some College,Rung 3,,steal a passing driver's car,,,quickly try to redo the assignment,huddle to conserve energy,try to buy a ticket off another person,,ram into the car,yell in gibberish until she leaves,,store the knife in an airport locker,steal someone else’s ring,move into his father’s apartment,,saw Todd’s arm off,ask a friend to take over,leave her dogs with him
100,382,TRUE,82,75,,,,,65,46,,,63,46,71,64,78,43,65,50,,,,,100,76,100,42,92,57,,,63,50,72,50,100,27,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,,,crawl past the front desk,,boost morale with a three-legged race,teleport into the concert,read his mind,take a detour at the next exit,,,threaten security with the knife,blame it on the maid of honor,abandon his father,,yell at Todd for getting stuck,call his lawyer,finish the race
100,645,TRUE,100,61,,,100,100,41,13,,,,,,,75,62,63,0,100,72,100,0,100,89,42,7,56,12,,,,,84,82,100,87,,37,Female,White / Caucasian,,Some College,Rung 4,commit credit card fraud,,stage a robbery,lie that she left her card inside,,,,read his mind,pull over and call 911,steal whatever she has on her,pour water on the car to cool it,threaten security with the knife,call the taxi company,move into his father’s apartment,,,ask a friend to take over,steal his dogs for extra speed
100,836,TRUE,82,51,,,15,14,100,100,,,86,28,,,59,47,10,6,,,65,20,38,34,,,75,78,,,100,100,82,78,54,61,,29,Male,White / Caucasian,,Master's Degree (MS),Rung 6,go on strike for better wages,,explain the situation to his boss,pull the fire alarm,,collect wood to start a fire,,wave to the parents,honk at the driver until they pull over,,call emergency services,ask to check the knife,,buy his father a tent,,saw Todd’s arm off,stage a break-in at the store,hide him in the snow
100,548,TRUE,,,,,90,50,5,0,,,,,90,80,,,55,50,30,0,55,30,50,55,100,60,55,5,80,25,40,0,60,50,,,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,get an advance payday loan,borrow someone's phone,,,pretend they are conjoined twins,,honk at the driver until they pull over,call her a cab,ask to use the mall's loudspeaker,ask to check the knife,blame it on the maid of honor,move into his father’s apartment,throw disobedient passengers off the boat,give Todd her water,ask a friend to take over,
100,375,TRUE,,,,,100,100,,,92,51,9,0,71,81,23,100,99,64,30,0,,,100,100,81,41,76,0,0,0,99,100,,,,,,39,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 7,,,stage a robbery,,quickly try to redo the assignment,collect wood to start a fire,give her ticket to Ted,read his mind,honk at the driver until they pull over,turn invisible,,threaten security with the knife,tell his sister as soon as possible,check in on his father daily,request supplies to be airdropped,saw Todd’s arm off,,
100,469,TRUE,50,31,100,0,,,36,0,,,82,19,,,67,81,92,43,100,70,,,100,100,,,93,67,0,0,,,78,100,100,70,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 7,take out a loan,steal a passing driver's car,,renew her membership,,huddle to conserve energy,,keep an eye on him,tailgate the car,steal whatever she has on her,,threaten security with the knife,,buy his father a tent,ration their food,,leave the store unattended,finish the race
100,1654,TRUE,,,,,,,51,51,100,50,100,91,50,0,0,0,,,,,100,6,0,100,100,91,49,24,51,0,,,100,78,0,0,,40,Male,Other,mixed,Master's Degree (MS),Rung 7,,,,borrow someone's phone,copy a friend's assignment,boost morale with a three-legged race,go without Ted,read his mind,,,light a fire under the car,hide the knife in someone else's bag,run away,abandon his father,ration their food,,lock up the store,finish the race
100,915,TRUE,31,17,88,90,29,51,14,19,,,90,93,40,11,71,62,89,73,77,68,22,4,,,,,,,4,78,,,16,84,,,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,take a public bus,explain the situation to his boss,borrow someone's phone,,throw away all of the food,go without Ted,keep an eye on him,tailgate the car,refuse to drive her,call emergency services,,,,throw disobedient passengers off the boat,,ask a friend to take over,
100,559,TRUE,89,25,61,18,96,86,,,91,0,31,12,53,24,12,9,82,0,,,60,0,,,22,10,,,,,100,75,,,23,17,,56,Female,White / Caucasian,,Master's Degree (MS),Rung 7,switch insurance plans,take a public bus,stage a robbery,,lie that her house burnt down,collect wood to start a fire,teleport into the concert,keep an eye on him,take a detour at the next exit,,call emergency services,,run away,,,get her arm stuck in solidarity,,carry her competitor on her sled
100,192,TRUE,67,69,67,67,,,,,,,64,66,73,67,61,63,69,77,73,75,71,57,73,71,,,,,53,66,73,68,77,43,,,,31,Male,Black / African American,,College Graduate (4 year),Rung 7,commit credit card fraud,reschedule for a later flight,,,,steal all of the food and water,pretend they are conjoined twins,keep an eye on him,tailgate the car,refuse to drive her,check that the doors are locked,pretend the knife is part of a hip replacement,,,serve engine fuel to the passengers,hike until she finds cell service,leave the store unattended,
100,522,TRUE,20,5,40,40,85,15,100,5,90,60,,,,,60,80,,,40,10,100,95,,,,,80,10,100,85,30,10,,,100,70,,39,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 5,take out a loan,reschedule for a later flight,pay the money from his own wallet,pull the fire alarm,copy a friend's assignment,,,wave to the parents,,call her a cab,light a fire under the car,,,pitch his situation to a reality TV network,sell all the food to the highest bidder,hike until she finds cell service,,hide him in the snow
100,504,TRUE,50,30,,,,,70,50,50,20,,,,,71,50,,,50,60,81,20,76,50,81,25,20,0,80,50,75,30,100,100,,,,25,Male,White / Caucasian,,Some College,Rung 4,switch insurance plans,,,renew her membership,bring in the assignment the next day,,,ask the parents if they know him,,yell in gibberish until she leaves,pour water on the car to cool it,ask to check the knife,steal someone else’s ring,get another job,organize a fishing crew,leave Todd to save herself,stage a break-in at the store,
100,641,TRUE,100,71,100,10,,,100,100,,,100,20,100,19,60,20,100,85,71,19,100,0,80,100,100,15,,,,,,,40,71,,,,26,Male,Hispanic / Latino,,College Graduate (4 year),Rung 6,go on strike for better wages,try to convince a passing driver to trade cars,,pull the fire alarm,,throw away all of the food,steal someone else's ticket,ask the parents if they know him,ram into the car,take her to his house but no further,slash the tires,pretend the knife is part of a hip replacement,blame it on the maid of honor,,,,lock up the store,
100,572,TRUE,78,44,,,91,95,71,32,78,41,,,64,56,,,,,83,33,76,36,,,88,34,88,96,69,81,94,99,,,65,65,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 3,switch insurance plans,,overcharge the next customers,pay for a day-pass to the gym,copy a friend's assignment,,go without Ted,,,call her a cab,ask to use the mall's loudspeaker,,steal someone else’s ring,abandon his father,organize a fishing crew,leave Todd to save herself,,call for help
100,438,TRUE,,,,,2,65,57,43,,,100,0,,,100,100,89,75,100,51,100,0,93,100,0,29,,,40,5,,,34,100,26,1,,30,Female,Other,romanian,High School or equivalent,Rung 4,,,explain the situation to his boss,lie that she left her card inside,,throw away all of the food,,make cat noises at him until he leaves,honk at the driver until they pull over,yell in gibberish until she leaves,check that the doors are locked,pretend the knife is part of a hip replacement,tell his sister as soon as possible,,ration their food,,lock up the store,finish the race
100,688,TRUE,,,,,100,85,95,20,100,80,100,6,98,80,,,80,10,,,100,80,100,50,30,0,,,96,70,100,99,10,6,,,,63,Male,Black / African American,,High School or equivalent,Rung 4,,,stage a robbery,crawl past the front desk,hypnotize the teacher,throw away all of the food,steal someone else's ticket,,take a detour at the next exit,,light a fire under the car,pretend the knife is part of a hip replacement,call the taxi company,,sell all the food to the highest bidder,saw Todd’s arm off,call his lawyer,
100,318,TRUE,,,16,50,8,51,8,7,81,0,12,4,5,51,51,71,11,0,,,,,86,10,7,60,,,,,,,5,50,15,21,,36,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,call a taxi,sell one of his kidneys,lie that she left her card inside,hypnotize the teacher,search for a water source,try to buy a ticket off another person,tackle him and hold him down,pull over and call 911,,,ask to check the knife,run away,,,,ask a friend to take over,finish the race
100,996,TRUE,60,50,20,50,90,90,90,90,90,60,,,70,50,,,50,50,,,100,100,50,50,100,100,,,90,70,,,,,90,50,,38,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,take out a loan,call a taxi,overcharge the next customers,pull the fire alarm,hypnotize the teacher,,pretend they are conjoined twins,,honk an angry message in Morse code,,light a fire under the car,store the knife in an airport locker,run away,,serve engine fuel to the passengers,,,steal his dogs for extra speed
100,379,TRUE,19,50,,,81,10,35,72,,,100,45,,,,,94,72,51,30,51,0,75,60,34,91,82,100,,,,,90,100,100,100,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,,sell one of his kidneys,pay for a day-pass to the gym,,steal all of the food and water,,,pull over and call 911,take her to his house but no further,ask to use the mall's loudspeaker,hide the knife in someone else's bag,borrow their mom’s wedding ring,move into his father’s apartment,,,stage a break-in at the store,hide him in the snow
100,588,TRUE,100,72,100,87,100,81,71,11,,,35,0,100,87,,,,,,,92,0,100,0,,,,,100,98,30,9,100,0,94,9,,42,Male,White / Caucasian,,Master's Degree (MS),Rung 2,start a fundraiser,steal a passing driver's car,pay the money from his own wallet,borrow someone's phone,,boost morale with a three-legged race,teleport into the concert,,,,ask to use the mall's loudspeaker,take a train instead,,,sell all the food to the highest bidder,saw Todd’s arm off,tell his lawyer that he’s sick,call for help
100,655,TRUE,75,20,30,25,90,75,,,70,35,100,30,20,20,80,80,90,80,70,40,,,,,,,55,10,,,70,30,,,75,30,,68,Male,White / Caucasian,,Some College,Rung 5,start a fundraiser,call a taxi,overcharge the next customers,,bring in the assignment the next day,steal all of the food and water,give her ticket to Ted,read his mind,ram into the car,call her a cab,,,,get another job,,hike until she finds cell service,,call for help
100,556,TRUE,70,30,100,11,,,91,42,91,20,,,,,71,30,100,30,18,19,100,50,81,20,90,10,100,30,60,0,,,,,,,,62,Male,White / Caucasian,,Master's Degree (MS),Rung 8,commit credit card fraud,demand that the airline delays the flight,,crawl past the front desk,bring in the assignment the next day,,,keep an eye on him,tailgate the car,call her a cab,slash the tires,take a train instead,steal someone else’s ring,buy his father a tent,request supplies to be airdropped,,,
100,275,TRUE,85,12,,,,,100,99,,,71,23,85,84,90,62,51,28,89,36,84,0,100,71,,,95,51,,,,,27,0,73,18,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,,,pull the fire alarm,,huddle to conserve energy,go without Ted,make cat noises at him until he leaves,honk an angry message in Morse code,yell in gibberish until she leaves,pour water on the car to cool it,pretend the knife is part of a hip replacement,,abandon his father,,,tell his lawyer that he’s sick,carry her competitor on her sled
100,371,TRUE,19,2,,,97,93,6,0,66,15,2,1,68,92,83,81,,,78,56,,,,,39,3,61,4,,,,,15,78,94,29,,26,Female,Hispanic / Latino,,Some College,Rung 4,search for the medication on the black market,,stage a robbery,pay for a day-pass to the gym,copy a friend's assignment,search for a water source,try to buy a ticket off another person,tackle him and hold him down,,turn invisible,,,call the taxi company,check in on his father daily,,,ask a friend to take over,carry her competitor on her sled
100,1013,TRUE,,,75,60,50,10,,,92,50,60,10,92,96,85,80,71,55,,,88,7,,,,,70,15,76,30,75,4,,,83,82,,50,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,reschedule for a later flight,pay the money from his own wallet,,lie that her house burnt down,boost morale with a three-legged race,pretend they are conjoined twins,tackle him and hold him down,honk at the driver until they pull over,,pour water on the car to cool it,,,pitch his situation to a reality TV network,request supplies to be airdropped,get her arm stuck in solidarity,,leave her dogs with him
100,685,TRUE,,,,,100,100,,,79,10,19,0,81,100,94,72,81,19,100,61,,,,,46,41,100,82,,,100,100,81,97,9,45,,55,Female,White / Caucasian,,High School or equivalent,Rung 5,,,stage a robbery,,call her mom,collect wood to start a fire,pretend they are conjoined twins,make cat noises at him until he leaves,honk an angry message in Morse code,turn invisible,,,tell his sister as soon as possible,buy his father a tent,,saw Todd’s arm off,ask a friend to take over,carry her competitor on her sled
100,784,TRUE,100,25,100,0,,,100,50,50,0,,,100,50,,,,,,,100,0,100,50,100,50,50,50,,,100,0,100,50,100,50,,28,Male,Other,mixed,College Graduate (4 year),Rung 9,search for the medication on the black market,demand that the airline delays the flight,,renew her membership,call her mom,,try to buy a ticket off another person,,,,ask to use the mall's loudspeaker,ask to check the knife,blame it on the maid of honor,get another job,,give Todd her water,stage a break-in at the store,steal his dogs for extra speed
100,415,TRUE,100,51,100,100,,,,,51,0,100,0,,,100,100,1,0,100,100,51,0,100,100,,,100,100,,,100,100,,,100,51,,57,Female,Black / African American,,Some College,Rung 3,go on strike for better wages,demand that the airline delays the flight,,,quickly try to redo the assignment,boost morale with a three-legged race,,tackle him and hold him down,pull over and call 911,steal whatever she has on her,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,,get her arm stuck in solidarity,,finish the race
100,538,TRUE,,,,,76,72,78,4,98,33,,,100,33,89,100,96,42,,,,,96,18,66,77,75,41,,,100,100,80,88,87,93,,34,Female,White / Caucasian,,Some College,Rung 5,,,explain the situation to his boss,pay for a day-pass to the gym,hypnotize the teacher,,pretend they are conjoined twins,tackle him and hold him down,tailgate the car,,,ask to check the knife,tell his sister as soon as possible,move into his father’s apartment,,saw Todd’s arm off,call his lawyer,leave her dogs with him
100,301,TRUE,50,0,,,,,50,0,,,100,0,100,70,70,75,95,0,,,91,0,95,10,90,0,55,0,90,75,70,5,,,,,,49,Male,White / Caucasian,,Master's Degree (MS),Rung 5,start a fundraiser,,,renew her membership,,steal all of the food and water,steal someone else's ticket,read his mind,tailgate the car,,call emergency services,hide the knife in someone else's bag,run away,check in on his father daily,throw disobedient passengers off the boat,hike until she finds cell service,,
100,631,TRUE,87,77,37,72,,,,,,,84,23,87,80,92,72,30,23,74,18,93,25,,,,,72,10,86,94,82,25,,,72,25,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 7,commit credit card fraud,take a public bus,,,,steal all of the food and water,give her ticket to Ted,read his mind,pull over and call 911,take her to his house but no further,call emergency services,,,check in on his father daily,sell all the food to the highest bidder,yell at Todd for getting stuck,,call for help
100,489,TRUE,,,63,94,69,20,,,94,66,35,36,64,4,,,,,93,97,,,82,95,8,13,74,15,89,57,14,5,,,95,100,,42,Female,White / Caucasian,,Doctoral Degree (PhD),Rung 7,,take a public bus,pay the money from his own wallet,,quickly try to redo the assignment,huddle to conserve energy,go without Ted,,,refuse to drive her,,take a train instead,call the taxi company,move into his father’s apartment,serve engine fuel to the passengers,give Todd her water,,call for help
100,819,TRUE,90,30,,,90,20,75,90,99,25,,,,,75,70,60,85,75,25,55,95,,,20,5,100,40,100,20,100,25,,,,,,53,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,search for the medication on the black market,,get an advance payday loan,renew her membership,copy a friend's assignment,,,keep an eye on him,take a detour at the next exit,refuse to drive her,call emergency services,,call the taxi company,pitch his situation to a reality TV network,throw disobedient passengers off the boat,yell at Todd for getting stuck,,
100,750,TRUE,34,26,38,17,92,92,,,27,26,28,46,34,64,79,39,84,36,68,43,,,,,,,93,91,30,34,31,22,,,,,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,try to convince a passing driver to trade cars,overcharge the next customers,,bring in the assignment the next day,search for a water source,go without Ted,make cat noises at him until he leaves,honk an angry message in Morse code,call her a cab,,,,abandon his father,request supplies to be airdropped,give Todd her water,,
100,428,TRUE,39,8,,,,,,,,,,,62,62,90,70,72,4,65,14,71,5,89,70,32,16,63,0,60,40,71,41,40,20,,,,40,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,,,,,,try to buy a ticket off another person,read his mind,take a detour at the next exit,refuse to drive her,check that the doors are locked,hide the knife in someone else's bag,call the taxi company,check in on his father daily,ration their food,leave Todd to save herself,call his lawyer,
100,454,TRUE,85,55,25,10,45,35,60,5,100,10,100,75,100,95,25,75,65,35,75,25,,,,,,,,,,,,,15,80,100,90,,38,Female,White / Caucasian,,Some College,Rung 3,switch insurance plans,reschedule for a later flight,get an advance payday loan,pay for a day-pass to the gym,hypnotize the teacher,boost morale with a three-legged race,teleport into the concert,wave to the parents,honk at the driver until they pull over,yell in gibberish until she leaves,,,,,,,lock up the store,hide him in the snow
100,2287,TRUE,,,82,62,84,67,80,87,86,64,85,73,,,,,85,66,78,85,,,,,78,64,88,75,,,79,39,78,65,85,70,,35,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,,reschedule for a later flight,explain the situation to his boss,renew her membership,bring in the assignment the next day,boost morale with a three-legged race,,,tailgate the car,refuse to drive her,,,borrow their mom’s wedding ring,get another job,,saw Todd’s arm off,ask a friend to take over,call for help
100,416,TRUE,,,29,29,,,,,30,29,90,27,80,75,,,79,50,79,82,79,87,76,64,,,37,34,29,38,35,32,,,72,40,,28,Female,Other,biracial,College Graduate (4 year),Rung 5,,call a taxi,,,call her mom,throw away all of the food,pretend they are conjoined twins,,honk an angry message in Morse code,turn invisible,light a fire under the car,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,organize a fishing crew,give Todd her water,,carry her competitor on her sled
100,1856,TRUE,89,4,96,13,,,,,,,93,18,91,20,88,13,,,94,0,90,12,,,,,70,2,80,12,4,3,22,21,100,12,,35,Male,Hispanic / Latino,,College Graduate (4 year),Rung 6,start a fundraiser,steal a passing driver's car,,,,steal all of the food and water,steal someone else's ticket,wave to the parents,,steal whatever she has on her,slash the tires,,,buy his father a tent,request supplies to be airdropped,hike until she finds cell service,call his lawyer,hide him in the snow
100,1663,TRUE,100,60,99,69,98,30,,,100,12,69,59,83,99,90,99,100,75,,,,,100,100,,,,,,,100,82,100,62,100,62,,39,Male,Black / African American,,"Professional Degree (MD, JD, etc.)",Rung 7,commit credit card fraud,steal a passing driver's car,sell one of his kidneys,,call her mom,huddle to conserve energy,try to buy a ticket off another person,wave to the parents,take a detour at the next exit,,,hide the knife in someone else's bag,,,,yell at Todd for getting stuck,tell his lawyer that he’s sick,hide him in the snow
100,438,TRUE,53,0,100,100,100,0,,,100,50,100,100,,,100,0,,,100,50,,,100,100,,,100,0,100,100,0,0,100,100,,,,29,Male,Hispanic / Latino,,College Graduate (4 year),Rung 7,switch insurance plans,reschedule for a later flight,pay the money from his own wallet,,bring in the assignment the next day,search for a water source,,make cat noises at him until he leaves,,take her to his house but no further,,ask to check the knife,,abandon his father,throw disobedient passengers off the boat,leave Todd to save herself,stage a break-in at the store,
100,1195,TRUE,69,19,0,0,,,19,0,100,0,15,15,,,100,82,,,100,89,100,100,,,93,78,100,70,8,8,,,,,0,0,,39,Male,White / Caucasian,,High School or equivalent,Rung 4,take out a loan,try to convince a passing driver to trade cars,,borrow someone's phone,hypnotize the teacher,search for a water source,,wave to the parents,,take her to his house but no further,light a fire under the car,,call the taxi company,buy his father a tent,ration their food,,,carry her competitor on her sled
100,684,TRUE,83,25,72,13,87,17,,,9,5,18,12,,,,,,,88,30,95,16,92,50,11,9,94,50,30,10,,,,,81,80,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,demand that the airline delays the flight,sell one of his kidneys,,quickly try to redo the assignment,collect wood to start a fire,,,,yell in gibberish until she leaves,pour water on the car to cool it,take a train instead,tell his sister as soon as possible,buy his father a tent,organize a fishing crew,,,call for help
100,2327,TRUE,,,100,0,100,100,0,0,,,100,0,100,100,100,100,0,0,,,100,0,100,100,100,0,,,100,61,,,,,100,100,,42,Female,Asian / Pacific Islander,,High School or equivalent,Rung 1 (Bottom Rung),,try to convince a passing driver to trade cars,stage a robbery,renew her membership,,search for a water source,steal someone else's ticket,tackle him and hold him down,honk at the driver until they pull over,,ask to use the mall's loudspeaker,threaten security with the knife,tell his sister as soon as possible,,request supplies to be airdropped,,,steal his dogs for extra speed
100,477,TRUE,100,50,,,100,100,100,50,100,10,,,30,10,17,15,60,50,100,60,100,0,,,100,100,100,70,,,,,,,0,100,,42,Female,White / Caucasian,,Master's Degree (MS),Rung 6,go on strike for better wages,,explain the situation to his boss,lie that she left her card inside,hypnotize the teacher,,go without Ted,read his mind,honk an angry message in Morse code,yell in gibberish until she leaves,pour water on the car to cool it,,run away,abandon his father,,,,carry her competitor on her sled
100,1689,TRUE,100,50,,,100,0,0,0,100,100,100,10,70,100,,,,,100,30,,,80,90,,,75,25,10,0,60,0,,,70,25,,65,Male,Asian / Pacific Islander,,Some College,Rung 2,go on strike for better wages,,get an advance payday loan,pay for a day-pass to the gym,hypnotize the teacher,throw away all of the food,give her ticket to Ted,,,turn invisible,,store the knife in an airport locker,,get another job,request supplies to be airdropped,yell at Todd for getting stuck,,call for help
100,858,TRUE,65,0,100,11,,,19,8,100,47,21,12,100,42,100,89,,,,,,,100,100,62,37,100,89,,,100,89,,,100,12,,27,Female,White / Caucasian,,College Graduate (4 year),Rung 7,switch insurance plans,steal a passing driver's car,,renew her membership,lie that her house burnt down,collect wood to start a fire,pretend they are conjoined twins,tackle him and hold him down,,,,threaten security with the knife,run away,buy his father a tent,,get her arm stuck in solidarity,,hide him in the snow
100,392,TRUE,100,70,,,100,100,,,,,100,0,,,90,20,100,50,,,80,0,100,100,100,0,92,0,,,81,0,100,100,0,0,,38,Female,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,overcharge the next customers,,,throw away all of the food,,keep an eye on him,honk at the driver until they pull over,,call emergency services,threaten security with the knife,borrow their mom’s wedding ring,check in on his father daily,,leave Todd to save herself,stage a break-in at the store,call for help
100,198,TRUE,62,34,43,51,70,48,,,,,40,54,20,5,18,10,,,47,51,,,14,59,31,45,34,7,,,22,51,,,64,21,,23,Female,Hispanic / Latino,,College Graduate (4 year),Rung 5,take out a loan,try to convince a passing driver to trade cars,get an advance payday loan,,,boost morale with a three-legged race,teleport into the concert,keep an eye on him,,turn invisible,,store the knife in an airport locker,blame it on the maid of honor,move into his father’s apartment,,hike until she finds cell service,,finish the race
100,382,TRUE,,,50,30,,,75,40,,,30,0,90,0,80,40,100,70,100,80,80,60,60,40,70,70,40,20,,,,,60,50,,,,38,Male,White / Caucasian,,High School or equivalent,Rung 4,,take a public bus,,renew her membership,,collect wood to start a fire,teleport into the concert,wave to the parents,ram into the car,take her to his house but no further,ask to use the mall's loudspeaker,take a train instead,run away,get another job,,,call his lawyer,
100,1398,TRUE,100,0,100,69,,,100,0,100,41,,,,,83,55,82,59,99,0,100,0,,,100,0,100,0,,,,,0,0,100,62,,62,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,demand that the airline delays the flight,,borrow someone's phone,copy a friend's assignment,,,ask the parents if they know him,pull over and call 911,yell in gibberish until she leaves,ask to use the mall's loudspeaker,,steal someone else’s ring,check in on his father daily,,,call his lawyer,finish the race
100,898,TRUE,,,,,30,70,100,20,100,0,,,,,,,100,100,50,50,100,0,,,25,60,50,30,10,0,40,50,75,50,100,50,,38,Female,White / Caucasian,,High School or equivalent,Rung 5,,,explain the situation to his boss,lie that she left her card inside,lie that her house burnt down,,,,ram into the car,take her to his house but no further,slash the tires,,tell his sister as soon as possible,get another job,ration their food,leave Todd to save herself,lock up the store,finish the race
100,826,TRUE,50,0,20,10,,,100,50,,,,,,,,,100,90,100,50,50,50,70,100,50,50,,,50,80,70,20,50,80,100,100,,52,Female,Black / African American,,Vocational/Technical School (2 year),Rung 4,go on strike for better wages,call a taxi,,pull the fire alarm,,,,,ram into the car,take her to his house but no further,call emergency services,store the knife in an airport locker,borrow their mom’s wedding ring,,organize a fishing crew,yell at Todd for getting stuck,lock up the store,steal his dogs for extra speed
100,590,TRUE,100,50,10,0,100,90,100,50,,,10,0,,,100,100,0,0,90,50,,,100,100,0,50,,,,,100,50,100,100,,,,43,Female,White / Caucasian,,Master's Degree (MS),Rung 7,search for the medication on the black market,call a taxi,overcharge the next customers,crawl past the front desk,,collect wood to start a fire,,make cat noises at him until he leaves,pull over and call 911,call her a cab,,hide the knife in someone else's bag,call the taxi company,,,get her arm stuck in solidarity,leave the store unattended,
100,1337,TRUE,75,50,,,76,100,92,9,80,91,,,,,,,,,76,100,,,29,100,100,6,0,24,35,89,94,27,96,94,25,4,,68,,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,,overcharge the next customers,pay for a day-pass to the gym,quickly try to redo the assignment,,,,,turn invisible,,store the knife in an airport locker,blame it on the maid of honor,get another job,organize a fishing crew,yell at Todd for getting stuck,leave the store unattended,leave her dogs with him
100,608,TRUE,80,25,0,0,,,,,,,50,10,65,85,50,100,90,0,100,90,100,0,100,75,,,50,0,35,10,,,5,100,,,,46,Male,Black / African American,,College Graduate (4 year),Rung 7,commit credit card fraud,reschedule for a later flight,,,,collect wood to start a fire,try to buy a ticket off another person,ask the parents if they know him,tailgate the car,steal whatever she has on her,slash the tires,pretend the knife is part of a hip replacement,,move into his father’s apartment,ration their food,,lock up the store,
100,574,TRUE,91,9,,,100,50,15,8,100,83,,,100,91,,,,,100,82,100,0,19,0,100,70,,,100,81,100,11,,,100,25,,56,Male,White / Caucasian,,Master's Degree (MS),Rung 7,start a fundraiser,,sell one of his kidneys,pay for a day-pass to the gym,lie that her house burnt down,,try to buy a ticket off another person,,,turn invisible,slash the tires,store the knife in an airport locker,steal someone else’s ring,,sell all the food to the highest bidder,get her arm stuck in solidarity,,steal his dogs for extra speed
100,982,TRUE,59,3,95,44,37,2,18,5,71,40,,,84,61,72,87,24,0,,,,,35,6,43,6,,,32,13,39,20,,,,,,26,Female,White / Caucasian,,Master's Degree (MS),Rung 6,start a fundraiser,demand that the airline delays the flight,pay the money from his own wallet,lie that she left her card inside,quickly try to redo the assignment,,pretend they are conjoined twins,make cat noises at him until he leaves,pull over and call 911,,,ask to check the knife,call the taxi company,,serve engine fuel to the passengers,leave Todd to save herself,,
100,375,TRUE,100,88,100,80,100,81,80,10,100,92,65,19,,,85,100,100,100,,,100,83,,,,,,,100,53,100,100,100,100,,,,49,Male,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,try to convince a passing driver to trade cars,sell one of his kidneys,borrow someone's phone,copy a friend's assignment,huddle to conserve energy,,wave to the parents,ram into the car,,light a fire under the car,,,,sell all the food to the highest bidder,saw Todd’s arm off,leave the store unattended,
